gene	GSM1220552	GSM1220553	GSM1220554	GSM1220555	GSM1220556	GSM1220557	GSM1220558	GSM1220559
ENSG00000119943	7.39	6.65	1.54	10.12	3.00	4.38	1.82	2.94
ENSG00000119946	0.01	0.11	3.67	0.09	0.01	0.04	0.01	0.01
ENSG00000119950	4.34	5.63	5.38	4.61	4.68	3.47	3.73	1.71
ENSG00000119953	34.34	20.86	27.91	20.87	21.13	24.09	23.86	12.65
ENSG00000119965	4.12	5.22	5.83	5.57	3.75	4.99	4.11	4.10
ENSG00000119969	20.52	11.43	52.20	10.21	26.46	29.57	32.09	17.33
ENSG00000119973	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
ENSG00000119977	28.11	11.45	15.36	10.65	13.09	10.45	9.07	8.12
ENSG00000119979	7.56	11.24	12.22	12.16	7.43	7.94	31.26	10.56
ENSG00000119986	1.86	1.29	0.46	1.09	1.27	1.05	1.20	1.28
ENSG00000120008	54.66	25.00	31.19	26.19	17.12	27.79	20.77	13.59
ENSG00000120029	14.33	19.94	14.07	10.70	16.85	9.48	9.39	7.95
ENSG00000120049	1.77	6.28	21.49	3.86	19.97	3.83	1.11	3.54
ENSG00000120051	0.12	0.33	0.12	0.05	0.67	0.31	0.94	0.70
ENSG00000120053	7.55	12.15	50.38	10.68	12.93	12.41	26.86	13.19
ENSG00000120054	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.02
ENSG00000120055	0.33	0.40	1.11	0.69	0.59	0.37	0.38	0.18
ENSG00000120057	0.00	0.06	0.01	0.03	0.09	0.02	0.01	0.00
ENSG00000120063	31.34	25.28	18.97	24.93	34.55	23.62	56.36	14.70
ENSG00000120068	0.06	0.06	0.12	0.34	0.09	0.72	0.03	0.09
ENSG00000120071	16.62	20.53	15.28	19.90	13.10	11.65	13.31	13.92
ENSG00000120075	0.07	0.00	2.58	0.39	0.05	0.18	0.16	0.11
ENSG00000120088	0.00	0.02	0.07	0.00	0.00	0.00	0.00	0.05
ENSG00000120093	4.75	4.34	2.23	3.91	6.46	3.94	2.03	4.23
ENSG00000120094	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
ENSG00000120129	366.62	27.14	9.85	43.22	20.25	11.21	73.47	6.33
ENSG00000120137	5.70	5.95	8.86	8.06	8.66	4.06	6.93	1.95
ENSG00000120149	0.12	0.14	0.03	0.15	0.06	0.04	1.79	0.11
ENSG00000120156	1.04	1.65	0.47	0.57	0.70	0.20	1.07	0.18
ENSG00000120158	9.42	9.48	10.67	5.34	9.20	15.27	8.38	6.76
ENSG00000120159	15.14	10.80	14.81	13.30	10.07	11.02	13.18	6.46
ENSG00000120160	0.03	0.04	0.03	0.03	0.00	0.00	0.00	0.05
ENSG00000120162	1.03	2.59	0.60	1.46	1.48	0.60	0.62	0.53
ENSG00000120210	0.04	0.04	0.07	0.04	0.36	0.04	0.07	0.04
ENSG00000120211	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000120215	0.20	0.47	0.50	0.60	0.68	0.29	0.33	0.29
ENSG00000120217	1.39	6.18	3.25	9.65	4.12	7.40	3.13	5.28
ENSG00000120235	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04
ENSG00000120251	0.00	0.00	0.12	0.00	0.00	0.00	0.07	0.00
ENSG00000120253	7.05	13.73	12.04	14.17	17.03	18.84	11.77	8.38
ENSG00000120254	7.44	9.62	9.68	6.46	15.21	16.24	13.83	8.48
ENSG00000120256	1.45	2.96	1.32	1.25	0.43	0.68	4.57	1.82
ENSG00000120262	0.46	0.40	0.19	0.64	0.56	0.39	0.27	0.63
ENSG00000120265	18.95	31.73	17.40	25.18	26.43	26.89	42.42	14.47
ENSG00000120278	7.04	7.08	5.13	20.77	21.50	4.93	1.08	3.31
ENSG00000120279	3.75	2.19	0.74	2.09	1.46	0.59	2.21	0.44
ENSG00000120280	3.33	5.19	29.66	15.39	3.37	7.51	3.02	4.58
ENSG00000120289	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000120306	13.82	12.35	28.11	14.14	7.91	20.35	19.55	10.46
ENSG00000120314	9.78	15.79	20.24	16.95	15.72	14.58	14.67	12.45
ENSG00000120318	1.28	3.10	0.83	1.84	1.38	2.53	2.09	1.42
ENSG00000120322	0.03	0.01	0.23	0.01	0.01	0.00	0.05	0.02
ENSG00000120324	0.09	0.25	0.42	0.34	0.08	0.11	0.24	0.12
ENSG00000120327	0.28	0.49	0.36	0.47	0.35	0.15	0.48	0.34
ENSG00000120328	0.05	0.08	0.05	0.10	0.13	0.05	0.15	0.06
ENSG00000120329	0.27	0.06	0.09	0.15	0.07	0.15	0.00	0.27
ENSG00000120332	0.04	0.10	0.03	0.13	0.02	0.01	0.26	0.35
ENSG00000120333	18.49	12.61	24.50	20.27	15.51	18.03	24.78	8.02
ENSG00000120334	2.63	3.72	10.96	6.37	6.96	5.93	9.67	5.09
ENSG00000120337	0.51	0.15	0.17	0.23	0.07	0.15	0.06	0.29
ENSG00000120341	0.15	0.77	0.39	0.26	0.35	0.46	0.37	1.55
ENSG00000120370	8.85	9.81	9.01	18.32	7.30	8.88	7.50	11.63
ENSG00000120436	0.05	0.15	0.18	0.05	0.09	0.07	0.11	0.05
ENSG00000120437	9.36	14.52	10.22	12.95	17.65	18.65	12.43	11.93
ENSG00000120438	44.20	92.55	69.00	76.05	120.82	125.65	90.70	62.11
ENSG00000120440	0.00	0.14	0.10	0.03	0.00	0.01	0.01	0.05
ENSG00000120451	3.69	17.40	21.99	16.40	5.52	12.84	12.89	26.12
ENSG00000120457	0.20	0.74	0.55	1.39	0.77	1.85	1.42	0.66
ENSG00000120458	6.85	10.79	8.80	9.49	6.93	10.65	8.73	22.62
ENSG00000120471	0.00	0.34	0.02	0.05	0.00	0.00	0.01	0.00
ENSG00000120498	0.19	0.03	0.02	0.11	0.01	0.03	0.39	0.04
ENSG00000120500	0.02	0.06	0.00	0.20	0.22	0.00	0.00	0.00
ENSG00000120509	32.12	24.34	24.28	28.03	37.08	33.55	44.96	43.34
ENSG00000120519	1.93	2.98	4.65	5.94	6.21	4.10	2.85	2.02
ENSG00000120526	9.10	7.21	11.29	6.44	9.17	8.50	12.41	3.22
ENSG00000120533	130.44	47.12	112.00	44.05	46.58	77.86	115.56	65.29
ENSG00000120539	5.04	4.95	10.52	5.32	8.84	8.98	18.37	28.20
ENSG00000120549	2.20	3.18	18.55	2.26	2.37	0.88	19.81	2.46
ENSG00000120555	0.63	0.12	0.31	0.19	0.36	0.10	0.16	0.45
ENSG00000120586	0.00	0.00	2.50	0.00	0.12	0.85	0.00	0.00
ENSG00000120594	1.21	2.20	0.38	1.40	1.31	2.14	12.23	1.90
ENSG00000120616	64.15	19.30	13.63	24.29	13.82	15.75	14.56	13.91
ENSG00000120645	0.29	0.13	0.03	0.27	0.10	0.88	0.12	0.33
ENSG00000120647	9.21	6.78	6.98	7.21	8.31	11.37	4.40	10.07
ENSG00000120656	26.31	18.18	33.64	36.39	32.99	27.79	22.90	35.95
ENSG00000120658	0.49	0.96	1.83	0.79	0.55	2.28	0.91	0.52
ENSG00000120659	2.15	1.88	3.04	0.45	2.20	2.99	2.42	0.24
ENSG00000120662	12.93	9.90	12.97	17.10	14.91	16.08	12.71	17.56
ENSG00000120664	0.00	0.24	0.11	0.00	0.07	0.06	0.10	0.07
ENSG00000120669	0.01	0.04	0.01	0.09	0.00	0.00	0.06	0.00
ENSG00000120675	26.65	13.50	15.05	11.31	12.19	20.68	23.75	23.13
ENSG00000120685	16.69	18.13	16.39	14.80	15.23	19.65	12.87	15.72
ENSG00000120686	32.36	40.29	31.76	46.81	32.81	35.74	26.73	23.69
ENSG00000120688	6.34	7.21	8.52	7.63	7.34	9.58	9.35	5.57
ENSG00000120690	14.80	34.48	21.00	34.10	40.89	22.29	43.06	7.68
ENSG00000120693	2.21	1.75	0.40	0.94	0.99	0.69	0.40	0.42
ENSG00000120694	71.63	40.99	74.62	43.64	63.04	60.21	53.07	37.81
ENSG00000120696	1.68	2.97	2.82	4.00	2.14	2.24	2.44	1.08
ENSG00000120697	35.86	17.68	18.87	20.89	13.50	27.80	20.43	16.12
ENSG00000120699	55.10	36.20	42.92	31.07	44.60	60.63	37.35	60.01
ENSG00000120705	25.07	29.85	47.75	23.53	38.75	30.55	50.65	23.27
ENSG00000120708	16.48	77.34	11.25	5.76	13.85	24.41	129.26	8.35
ENSG00000120709	5.59	9.72	22.78	12.01	13.73	13.49	13.57	11.03
ENSG00000120725	13.72	11.28	9.23	16.98	6.53	16.95	9.92	22.88
ENSG00000120727	72.16	63.12	80.32	73.15	59.23	54.28	115.10	30.10
ENSG00000120729	0.14	2.45	0.53	0.37	0.42	0.20	23.20	0.20
ENSG00000120733	11.75	22.61	22.45	26.36	25.25	17.53	23.52	21.48
ENSG00000120738	60.60	20.72	11.37	22.75	7.66	16.77	176.68	8.85
ENSG00000120742	77.20	54.01	74.98	70.04	59.60	69.35	57.81	37.90
ENSG00000120756	0.23	0.28	3.60	0.41	0.85	0.50	1.69	0.20
ENSG00000120784	2.02	2.82	3.83	3.80	1.99	2.90	2.94	1.26
ENSG00000120798	58.10	21.10	12.54	21.36	10.57	19.61	10.10	40.43
ENSG00000120800	1.32	3.50	6.19	2.58	4.81	4.20	3.90	2.80
ENSG00000120802	54.42	56.41	85.80	75.29	103.90	78.58	90.35	51.82
ENSG00000120805	19.59	19.04	25.01	31.59	28.08	21.55	26.00	13.04
ENSG00000120820	3.90	4.64	0.39	1.07	0.61	0.42	12.62	0.68
ENSG00000120832	6.23	7.50	7.27	5.59	2.88	9.08	5.92	7.07
ENSG00000120833	8.92	7.14	1.44	6.77	2.47	1.75	1.35	2.45
ENSG00000120837	20.09	18.29	18.08	15.41	17.70	18.23	24.99	16.65
ENSG00000120860	41.69	27.02	22.99	33.22	28.89	39.74	24.88	52.72
ENSG00000120868	9.45	9.22	9.09	10.14	9.78	5.90	7.59	7.23
ENSG00000120875	10.18	5.33	2.39	5.37	2.82	2.42	3.20	2.22
ENSG00000120885	213.95	996.15	212.25	311.75	697.29	335.94	33.99	123.93
ENSG00000120889	8.42	16.83	38.04	30.11	30.26	20.16	21.93	30.09
ENSG00000120896	14.91	25.58	43.08	19.49	10.23	19.95	19.81	12.57
ENSG00000120899	22.53	58.57	22.96	55.13	46.11	33.14	51.49	38.98
ENSG00000120903	0.01	0.00	0.07	0.00	0.06	0.06	0.02	0.04
ENSG00000120907	0.11	0.34	0.43	0.28	0.12	0.39	0.10	0.22
ENSG00000120910	14.62	18.00	7.86	14.78	12.76	10.71	27.97	9.18
ENSG00000120913	24.75	30.39	11.02	17.88	16.89	19.88	21.72	8.28
ENSG00000120915	2.68	15.76	9.05	4.47	7.43	6.00	4.73	3.63
ENSG00000120925	4.98	5.27	5.46	6.38	6.07	5.47	5.56	3.59
ENSG00000120942	3.17	7.33	8.61	6.52	7.32	7.28	4.20	2.94
ENSG00000120948	99.32	105.30	114.49	107.67	100.39	112.89	91.80	52.51
ENSG00000120949	0.68	2.68	0.43	1.81	5.81	1.07	0.52	1.35
ENSG00000120952	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
ENSG00000120963	155.06	89.22	71.75	103.73	109.33	116.23	101.91	248.45
ENSG00000120992	46.76	27.95	36.74	34.47	49.63	27.77	68.00	16.51
ENSG00000121005	0.71	0.22	0.18	0.56	0.11	0.15	0.52	0.06
ENSG00000121022	60.88	33.44	46.34	33.16	32.16	39.95	42.40	29.64
ENSG00000121039	4.51	4.27	3.52	3.83	6.74	16.25	1.46	3.21
ENSG00000121053	0.00	0.03	0.04	0.00	0.09	0.01	0.02	0.04
ENSG00000121057	2.37	9.19	18.06	5.90	9.03	10.57	14.00	9.47
ENSG00000121058	9.46	9.03	8.02	8.37	8.00	10.00	8.40	4.87
ENSG00000121060	4.56	17.34	15.98	22.81	21.15	11.75	20.05	4.98
ENSG00000121064	35.43	49.99	25.05	38.42	20.83	80.67	69.18	60.62
ENSG00000121067	13.44	27.09	26.40	27.83	26.20	22.56	20.25	18.34
ENSG00000121068	0.88	1.64	3.77	2.26	0.90	0.59	2.78	0.92
ENSG00000121073	23.82	28.55	17.49	30.03	22.36	41.30	23.65	34.66
ENSG00000121075	0.05	0.00	0.12	0.05	0.06	0.00	0.04	0.02
ENSG00000121083	25.00	37.58	50.19	26.53	31.51	25.52	38.64	12.18
ENSG00000121089	1.41	0.24	0.17	0.18	0.21	0.45	0.25	0.31
ENSG00000121101	0.52	0.23	0.04	0.24	0.25	0.30	0.15	0.90
ENSG00000121104	23.88	17.24	6.31	18.36	9.07	6.74	28.65	10.90
ENSG00000121152	4.74	8.43	18.28	6.20	27.10	28.19	29.88	12.20
ENSG00000121207	0.01	0.05	0.00	0.03	0.04	0.01	0.01	0.01
ENSG00000121210	18.27	30.64	39.76	21.79	61.74	19.35	36.32	33.34
ENSG00000121211	12.60	7.03	16.67	5.16	9.05	16.42	23.49	13.77
ENSG00000121236	0.19	0.51	6.24	0.37	0.20	0.23	0.65	0.11
ENSG00000121270	0.03	0.09	0.11	0.04	0.07	0.01	0.06	0.17
ENSG00000121274	6.70	6.11	5.20	4.39	8.54	4.92	6.08	3.51
ENSG00000121281	4.69	30.39	15.20	31.87	21.39	25.73	14.52	17.10
ENSG00000121289	6.43	5.32	7.16	6.49	5.64	6.48	7.26	3.22
ENSG00000121297	0.37	0.78	0.42	0.75	0.37	0.41	3.08	0.54
ENSG00000121310	57.65	63.49	23.51	47.29	18.44	40.28	9.20	13.39
ENSG00000121314	0.01	0.01	0.01	0.02	0.00	0.01	0.00	0.00
ENSG00000121316	5.21	4.85	9.98	9.41	7.09	40.39	9.73	3.86
ENSG00000121318	0.15	0.12	0.03	0.21	0.13	0.08	0.00	0.06
ENSG00000121335	0.00	0.00	0.17	0.00	0.00	0.02	0.00	0.02
ENSG00000121350	27.62	10.81	9.51	12.71	9.95	13.38	9.93	18.08
ENSG00000121351	0.27	0.22	0.36	0.39	0.27	0.40	0.15	0.20
ENSG00000121361	2.90	1.50	0.70	3.67	1.94	0.80	5.03	0.43
ENSG00000121377	0.01	0.00	0.02	0.00	0.00	0.00	0.00	0.00
ENSG00000121380	0.46	1.76	1.54	0.23	0.38	0.52	0.24	1.02
ENSG00000121390	76.81	25.92	37.90	31.28	32.28	38.23	26.07	19.79
ENSG00000121406	1.88	4.69	5.40	5.09	2.56	5.34	2.38	2.64
ENSG00000121410	38.38	12.55	29.35	11.33	10.38	13.55	14.51	3.30
ENSG00000121413	11.50	26.58	27.70	16.35	7.81	33.10	5.59	5.24
ENSG00000121417	6.42	16.44	12.07	19.51	12.56	16.62	5.36	20.76
ENSG00000121440	2.03	1.07	0.32	1.95	0.58	0.42	4.73	0.53
ENSG00000121446	0.16	0.26	0.30	0.40	0.46	0.31	0.07	0.16
ENSG00000121454	0.02	0.57	1.69	1.31	1.19	0.47	0.49	0.17
ENSG00000121481	8.18	5.86	19.09	15.27	18.44	7.21	8.29	4.25
ENSG00000121486	9.12	8.68	13.10	14.14	13.73	6.76	9.51	7.31
ENSG00000121542	6.97	8.06	13.21	10.69	8.75	8.55	8.62	6.89
ENSG00000121552	68.74	59.91	3.13	39.99	36.30	18.38	7.72	63.15
ENSG00000121570	0.38	0.89	31.97	0.43	0.49	0.43	0.41	0.33
ENSG00000121577	7.30	6.77	3.59	11.21	7.26	7.55	1.25	8.16
ENSG00000121578	7.71	8.24	12.27	10.43	7.38	12.00	12.24	7.14
ENSG00000121579	31.88	35.50	98.81	39.40	61.01	48.52	62.06	18.39
ENSG00000121594	8.06	4.85	3.59	9.16	19.17	9.34	8.47	5.51
ENSG00000121621	2.16	2.60	6.92	3.53	5.22	7.06	10.54	5.85
ENSG00000121634	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00
ENSG00000121644	10.35	10.34	12.90	16.20	14.68	17.20	22.06	9.65
ENSG00000121653	0.35	0.53	0.32	0.45	0.87	0.67	1.56	0.80
ENSG00000121671	3.27	10.03	8.73	10.76	7.95	6.13	5.96	3.48
ENSG00000121680	20.06	19.92	18.77	14.37	23.34	19.67	17.95	19.69
ENSG00000121690	0.29	0.81	0.11	0.17	0.36	0.14	1.06	0.22
ENSG00000121691	64.46	34.82	25.04	60.77	37.83	32.13	25.11	27.73
ENSG00000121716	32.89	109.58	117.01	120.07	81.55	158.24	45.48	173.02
ENSG00000121741	38.25	25.16	15.57	22.59	18.82	28.15	19.44	22.63
ENSG00000121742	0.21	0.68	0.38	0.00	0.20	0.18	0.01	0.04
ENSG00000121743	0.30	0.21	0.02	0.19	0.04	0.01	0.00	0.01
ENSG00000121749	28.46	19.48	15.09	19.90	20.42	17.97	17.59	13.13
ENSG00000121753	1.87	1.06	0.71	0.46	0.61	0.31	2.63	0.84
ENSG00000121764	0.03	0.00	0.01	0.03	0.08	0.00	0.01	0.00
ENSG00000121766	19.49	13.82	28.65	19.19	18.17	23.79	21.04	13.95
ENSG00000121769	1.85	9.45	6.41	5.91	3.06	21.40	18.27	5.47
ENSG00000121774	72.80	64.70	81.72	63.94	90.78	82.05	91.65	48.18
ENSG00000121775	6.74	9.82	9.86	8.10	9.36	12.72	10.69	8.87
ENSG00000121797	2.11	3.74	1.49	12.71	1.79	7.60	4.05	4.74
ENSG00000121807	1.21	11.71	0.70	56.56	0.94	1.13	0.92	1.39
ENSG00000121848	9.50	9.72	9.45	12.38	8.88	11.71	11.73	17.47
ENSG00000121851	28.14	22.04	14.50	22.70	19.55	18.00	15.34	25.11
ENSG00000121858	19.34	30.73	16.85	29.43	20.06	22.27	27.71	14.45
ENSG00000121864	17.71	12.96	30.69	12.41	14.53	25.28	14.68	9.67
ENSG00000121871	0.00	0.00	0.05	0.00	0.00	0.05	0.00	0.02
ENSG00000121879	7.36	6.10	11.20	7.70	7.97	5.19	5.91	2.44
ENSG00000121892	30.56	23.33	31.88	28.04	32.88	22.41	28.75	17.76
ENSG00000121895	91.08	16.39	17.20	30.61	29.65	21.50	33.87	22.34
ENSG00000121897	5.52	6.44	6.99	5.31	5.27	6.17	4.28	10.59
ENSG00000121898	3.44	6.43	0.78	2.65	0.90	0.36	6.77	2.21
ENSG00000121900	8.50	3.44	2.94	4.11	4.07	3.46	4.49	5.90
ENSG00000121903	0.22	0.48	0.81	0.51	0.49	0.81	1.03	0.50
ENSG00000121904	0.31	0.51	0.21	0.26	0.58	0.24	1.17	0.25
ENSG00000121905	0.15	0.06	0.12	0.28	0.07	0.06	0.10	0.07
ENSG00000121931	17.28	13.17	10.91	14.05	12.13	10.01	9.86	12.37
ENSG00000121933	0.43	5.24	1.14	1.61	0.65	2.03	17.92	2.46
ENSG00000121940	9.48	8.09	9.38	12.63	8.60	8.62	5.86	6.54
ENSG00000121957	2.70	2.78	4.52	3.79	9.58	5.03	8.44	3.49
ENSG00000121964	14.40	10.26	9.65	16.96	28.01	14.73	12.10	15.22
ENSG00000121966	608.36	131.62	141.84	364.24	79.56	125.15	111.14	81.18
ENSG00000121988	2.52	1.22	3.88	2.19	2.80	2.95	3.47	2.89
ENSG00000121989	2.26	4.64	2.27	2.80	1.55	2.02	7.09	2.57
ENSG00000122008	6.31	6.05	7.78	10.64	8.60	7.13	4.73	6.08
ENSG00000122012	0.04	0.02	0.02	0.03	0.02	0.02	0.01	0.03
ENSG00000122025	0.60	3.23	1.63	0.60	1.00	0.79	0.20	0.46
ENSG00000122026	452.14	250.61	227.25	96.61	93.34	268.79	181.15	193.96
ENSG00000122033	105.27	48.18	23.56	60.66	36.78	46.47	31.28	60.64
ENSG00000122034	362.37	105.73	183.48	116.12	171.87	191.41	92.49	237.75
ENSG00000122035	3.00	7.67	1.95	2.17	18.23	1.27	25.11	2.50
ENSG00000122042	10.11	10.84	7.72	10.22	8.20	5.79	8.52	2.91
ENSG00000122043	0.15	0.17	0.00	0.05	0.18	0.00	0.05	0.09
ENSG00000122068	29.77	20.42	48.80	23.79	43.51	18.90	49.73	16.98
ENSG00000122085	19.89	34.07	26.86	49.04	50.27	29.09	21.40	29.38
ENSG00000122121	0.55	0.35	0.13	1.32	0.15	0.33	0.34	0.19
ENSG00000122122	81.16	116.21	71.11	131.13	263.74	73.87	56.92	142.35
ENSG00000122126	1.70	3.68	3.76	3.58	4.07	2.17	3.97	6.90
ENSG00000122133	0.08	0.23	0.20	0.21	0.18	0.17	0.97	0.07
ENSG00000122136	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00
ENSG00000122140	17.21	19.50	18.31	14.09	20.82	28.67	22.32	18.13
ENSG00000122176	9.01	26.21	4.95	6.48	9.90	6.04	17.23	2.17
ENSG00000122180	0.00	0.46	0.00	0.00	0.02	0.00	0.15	0.00
ENSG00000122188	1.33	11.59	7.58	63.74	23.29	10.34	6.07	23.22
ENSG00000122194	0.01	0.49	0.51	0.58	0.33	0.24	0.37	0.00
ENSG00000122203	15.48	21.38	18.65	24.40	19.35	20.39	19.86	18.54
ENSG00000122218	15.02	32.50	63.33	71.51	48.66	38.76	50.70	39.44
ENSG00000122223	1.10	3.69	1.10	2.47	0.89	4.18	1.29	1.72
ENSG00000122224	8.11	26.45	3.77	73.28	11.24	19.99	12.83	15.95
ENSG00000122254	0.15	2.16	0.11	0.13	0.07	1.85	2.87	0.41
ENSG00000122257	80.17	32.90	32.43	44.06	31.43	34.65	25.50	29.42
ENSG00000122299	44.29	34.64	30.07	50.02	41.47	59.53	22.42	61.75
ENSG00000122304	0.00	0.00	0.46	0.00	0.19	0.00	0.00	0.00
ENSG00000122335	0.62	1.61	0.86	1.11	1.49	1.84	2.48	1.83
ENSG00000122359	81.10	68.27	138.05	43.78	52.76	104.85	80.89	156.14
ENSG00000122367	0.16	3.26	0.17	0.23	0.03	0.05	1.01	0.24
ENSG00000122375	0.00	0.15	0.00	0.00	0.00	0.00	0.03	0.00
ENSG00000122376	12.40	16.34	21.89	15.70	11.41	15.40	15.47	14.54
ENSG00000122378	5.95	10.69	6.22	10.95	5.66	12.08	16.77	3.36
ENSG00000122386	0.66	1.59	0.54	1.15	0.87	0.98	1.67	0.68
ENSG00000122390	13.90	21.07	24.02	19.58	21.52	26.08	16.34	17.84
ENSG00000122406	2415.65	1204.35	1432.24	846.42	1202.46	1605.49	975.89	1733.82
ENSG00000122417	29.17	19.32	11.57	14.16	8.92	17.57	8.99	16.01
ENSG00000122420	0.77	2.12	0.23	0.38	0.68	0.34	0.28	0.13
ENSG00000122432	4.58	1.17	0.75	2.02	3.13	1.15	0.46	2.96
ENSG00000122435	14.56	15.85	10.62	17.23	15.41	14.46	7.84	6.67
ENSG00000122477	1.78	0.99	0.23	1.45	5.76	0.81	0.65	2.18
ENSG00000122481	85.65	23.54	17.28	22.56	21.41	30.17	13.13	18.05
ENSG00000122482	36.01	15.71	13.06	18.19	16.14	18.78	12.44	8.87
ENSG00000122483	13.22	7.88	14.20	7.65	7.55	16.54	8.92	18.37
ENSG00000122484	4.90	4.40	5.22	5.21	6.75	5.86	4.28	6.81
ENSG00000122490	17.67	17.91	25.46	14.50	24.11	17.01	19.00	10.17
ENSG00000122497	0.65	16.12	8.67	12.92	14.29	6.32	2.86	4.05
ENSG00000122507	5.43	3.25	2.38	3.29	3.42	3.43	25.55	3.08
ENSG00000122512	6.13	8.64	14.96	11.79	15.27	10.12	21.54	15.09
ENSG00000122515	14.46	59.50	54.76	73.01	76.78	75.31	55.65	175.84
ENSG00000122543	0.29	1.61	0.21	0.25	0.30	0.33	0.09	0.53
ENSG00000122545	202.36	105.93	122.36	129.69	128.85	156.00	112.88	216.54
ENSG00000122547	1.20	5.94	0.84	1.60	2.58	3.52	26.72	2.77
ENSG00000122548	0.04	0.07	0.05	0.05	0.08	0.03	0.05	0.02
ENSG00000122550	13.59	8.66	10.66	7.30	9.57	9.63	10.15	15.38
ENSG00000122557	13.28	13.48	11.47	17.47	10.62	12.33	8.37	14.94
ENSG00000122565	173.69	125.85	180.66	100.81	126.93	180.18	225.29	201.89
ENSG00000122566	694.36	554.18	879.60	611.98	690.75	922.05	888.42	560.61
ENSG00000122574	0.46	0.48	0.14	0.75	0.62	0.22	0.71	0.63
ENSG00000122585	0.05	0.06	0.05	0.00	0.00	0.00	0.69	0.00
ENSG00000122591	5.03	7.91	6.41	8.75	18.71	5.26	8.80	7.83
ENSG00000122592	0.58	0.08	11.03	0.88	0.66	0.44	13.48	0.81
ENSG00000122641	0.98	0.19	0.28	0.10	0.29	0.17	9.78	0.14
ENSG00000122642	5.49	7.85	4.76	6.01	4.59	2.99	14.63	2.23
ENSG00000122643	46.74	39.94	16.99	14.09	29.86	28.33	39.23	33.81
ENSG00000122644	12.69	6.92	4.28	5.57	3.29	2.80	5.22	1.86
ENSG00000122674	50.94	23.09	21.01	28.07	37.83	26.36	35.19	46.14
ENSG00000122678	10.48	18.58	21.19	31.73	17.51	21.32	11.77	42.30
ENSG00000122679	29.29	40.01	8.26	9.67	9.32	9.35	9.14	5.35
ENSG00000122687	12.14	16.49	28.46	19.02	23.42	24.51	26.12	58.78
ENSG00000122691	4.91	2.56	4.52	1.84	0.83	0.64	2.85	0.83
ENSG00000122692	15.57	25.39	39.66	23.85	35.75	24.05	33.44	6.38
ENSG00000122694	13.01	26.39	5.28	11.99	11.78	11.14	15.24	8.44
ENSG00000122696	3.10	5.82	11.70	9.05	6.27	4.56	5.43	2.82
ENSG00000122705	98.87	79.71	118.66	83.93	81.69	123.51	131.31	102.13
ENSG00000122707	2.44	3.67	1.87	2.10	4.06	1.72	8.43	2.06
ENSG00000122711	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000122728	0.01	0.02	0.06	0.01	0.02	0.01	0.01	0.01
ENSG00000122729	4.00	5.33	7.91	9.05	8.05	8.25	26.04	2.64
ENSG00000122733	0.08	0.56	0.04	0.21	0.18	0.07	0.10	0.05
ENSG00000122735	0.03	0.00	0.05	0.00	0.00	0.00	0.62	0.09
ENSG00000122741	2.95	4.91	5.63	6.73	6.57	4.27	4.84	3.99
ENSG00000122756	0.04	0.43	0.04	1.37	0.00	0.00	0.00	0.02
ENSG00000122778	0.02	0.12	0.13	0.10	0.04	0.15	0.44	0.34
ENSG00000122779	6.52	5.05	4.59	6.90	6.74	6.48	7.84	11.85
ENSG00000122783	7.63	19.63	21.11	17.70	14.44	21.53	30.91	29.25
ENSG00000122786	25.14	20.94	7.69	20.06	11.09	7.42	48.47	6.37
ENSG00000122787	0.03	0.03	0.01	0.02	0.06	0.07	0.01	0.00
ENSG00000122824	0.10	0.12	0.78	0.01	0.07	0.08	1.39	0.09
ENSG00000122852	0.00	0.05	0.02	0.00	0.01	0.00	0.00	0.00
ENSG00000122859	0.02	0.02	0.60	0.14	0.12	0.02	0.02	0.00
ENSG00000122861	11.25	11.87	1.06	15.48	14.27	18.68	107.05	20.12
ENSG00000122862	385.79	195.22	80.95	351.55	221.74	341.39	143.16	130.45
ENSG00000122863	0.15	0.61	0.25	0.80	0.56	0.17	1.92	0.22
ENSG00000122870	1.21	1.92	0.35	1.26	0.74	0.37	3.95	0.50
ENSG00000122872	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000122873	25.32	13.73	23.13	7.45	14.90	16.24	22.43	7.55
ENSG00000122877	4.75	7.92	3.77	6.98	3.51	18.14	13.73	11.56
ENSG00000122882	8.86	11.09	15.02	14.85	16.33	14.52	15.47	9.59
ENSG00000122884	13.62	10.15	10.78	14.46	13.34	10.32	45.35	7.35
ENSG00000122912	5.79	7.04	29.87	14.76	11.96	9.24	13.25	75.26
ENSG00000122952	31.29	22.28	86.62	25.60	53.79	65.03	54.55	34.95
ENSG00000122958	20.65	17.67	15.31	18.14	19.86	14.44	21.05	9.95
