gene	GSM1220552	GSM1220553	GSM1220554	GSM1220555	GSM1220556	GSM1220557	GSM1220558	GSM1220559
ENSG00000188822	9.38	6.67	24.43	28.33	17.47	9.57	1.35	26.98
ENSG00000188825	1.93	1.85	1.13	2.68	1.39	1.91	1.25	1.96
ENSG00000188827	0.59	3.34	4.11	4.01	6.00	4.50	7.72	3.09
ENSG00000188828	0.00	0.00	0.03	0.23	0.02	0.03	0.00	0.00
ENSG00000188831	0.05	0.03	0.11	0.00	0.00	0.03	0.02	0.00
ENSG00000188833	0.02	0.05	0.01	0.00	0.07	0.00	0.03	0.11
ENSG00000188846	1777.90	949.44	1548.38	882.57	967.86	1972.18	773.18	1731.00
ENSG00000188848	1.19	1.21	7.62	5.36	11.79	2.09	0.97	0.45
ENSG00000188850	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000188856	0.11	0.10	0.09	0.03	0.04	0.11	0.00	0.11
ENSG00000188859	2.09	0.47	1.34	1.85	0.62	0.77	0.58	3.77
ENSG00000188868	1.02	1.84	1.66	3.22	1.84	1.65	6.64	3.06
ENSG00000188869	0.04	0.02	0.11	0.09	0.09	0.06	0.04	0.04
ENSG00000188873	0.09	0.05	0.09	0.00	0.11	0.05	0.12	0.00
ENSG00000188877	0.00	0.00	0.10	0.00	0.09	0.00	0.02	0.05
ENSG00000188878	2.88	7.13	6.62	6.82	3.53	11.57	1.50	11.82
ENSG00000188883	0.00	0.10	0.00	0.00	0.00	0.01	0.01	0.06
ENSG00000188886	0.09	0.35	0.08	0.04	0.36	0.38	0.83	1.17
ENSG00000188888	0.00	0.02	0.01	0.02	0.01	0.01	0.00	0.07
ENSG00000188895	20.66	56.48	56.98	49.27	48.22	55.21	36.72	47.47
ENSG00000188897	0.13	0.84	0.27	1.22	2.09	0.42	0.21	0.57
ENSG00000188906	8.23	6.59	11.33	16.65	7.89	6.10	3.62	2.95
ENSG00000188910	0.12	0.91	0.05	0.13	0.46	0.08	0.01	0.55
ENSG00000188916	0.00	0.03	0.05	0.02	0.00	0.02	0.01	0.01
ENSG00000188917	5.50	9.67	10.80	11.35	16.15	11.33	9.21	11.79
ENSG00000188921	5.20	6.97	7.75	7.51	4.50	12.28	3.51	6.95
ENSG00000188931	0.29	0.52	0.75	1.07	0.74	0.12	0.44	0.13
ENSG00000188933	8.02	38.89	10.87	31.23	17.78	9.61	62.65	30.37
ENSG00000188937	0.00	0.00	0.01	0.00	0.00	0.00	0.02	0.00
ENSG00000188938	13.02	17.53	18.86	19.56	11.62	20.80	25.42	15.31
ENSG00000188958	0.29	0.53	0.28	0.53	0.21	0.23	0.07	0.15
ENSG00000188959	0.02	0.00	0.03	0.06	0.10	0.05	0.00	0.20
ENSG00000188971	0.18	5.81	1.67	3.23	3.16	2.14	1.60	0.45
ENSG00000188976	31.01	30.11	64.78	27.36	37.32	37.75	26.34	34.81
ENSG00000188981	0.30	0.32	0.47	0.38	0.43	0.36	0.19	0.32
ENSG00000188984	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00
ENSG00000188985	0.00	0.00	1.04	0.00	1.02	0.00	0.00	3.43
ENSG00000188986	21.25	23.72	16.69	18.66	26.83	24.89	27.89	11.01
ENSG00000188987	0.42	0.00	0.63	1.61	0.62	0.69	0.00	0.59
ENSG00000188992	0.05	0.09	0.05	0.02	0.02	0.06	15.18	0.02
ENSG00000188993	0.49	0.60	0.63	1.46	0.96	0.40	0.82	0.30
ENSG00000188994	8.26	9.60	5.95	15.51	22.36	11.34	8.06	5.21
ENSG00000188996	1.10	0.15	0.10	0.03	0.03	0.18	0.17	0.16
ENSG00000188997	0.68	3.25	1.94	4.23	2.63	2.40	1.68	2.01
ENSG00000189001	0.20	6.60	0.03	0.16	0.05	0.03	0.12	0.17
ENSG00000189007	3.67	13.35	11.47	11.35	19.13	30.00	4.73	12.24
ENSG00000189011	1.40	0.67	0.66	1.40	1.44	3.00	4.17	7.65
ENSG00000189013	0.13	0.26	0.03	0.00	0.02	0.18	0.03	0.05
ENSG00000189014	0.13	0.18	0.05	0.09	0.41	0.04	0.07	0.28
ENSG00000189023	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
ENSG00000189030	0.00	0.00	0.05	0.05	0.07	0.06	0.00	0.00
ENSG00000189037	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
ENSG00000189042	3.81	4.06	2.64	6.30	5.88	5.82	3.01	2.48
ENSG00000189043	94.37	46.13	55.27	49.11	44.38	58.12	77.39	137.81
ENSG00000189045	2.41	0.78	1.53	0.72	0.18	2.73	0.08	1.04
ENSG00000189046	18.48	14.96	24.80	7.59	9.48	17.15	10.85	17.59
ENSG00000189050	18.05	13.15	11.53	27.16	13.64	15.64	26.55	18.96
ENSG00000189051	0.05	0.15	0.14	0.19	0.06	0.11	0.09	0.09
ENSG00000189052	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000189056	0.93	0.17	0.41	0.07	0.69	0.14	0.11	0.00
ENSG00000189057	1.39	7.49	14.50	12.43	13.39	4.86	24.34	6.93
ENSG00000189058	12.05	7.02	2.83	29.96	0.95	10.66	5.71	243.49
ENSG00000189060	11.70	12.50	20.76	7.95	4.51	2.92	69.75	1.85
ENSG00000189067	66.68	75.70	47.64	94.50	137.32	51.91	44.63	33.72
ENSG00000189068	0.00	0.01	0.01	0.00	0.00	0.00	0.01	0.02
ENSG00000189077	39.97	8.96	3.57	7.52	6.17	10.13	10.08	15.91
ENSG00000189079	12.26	6.37	3.89	6.16	6.10	5.71	5.71	6.19
ENSG00000189089	0.00	0.00	0.28	0.21	0.51	0.00	0.00	0.06
ENSG00000189090	0.06	0.00	0.20	0.00	0.00	0.00	0.00	0.00
ENSG00000189091	30.88	66.95	94.95	68.43	94.61	104.52	69.68	62.93
ENSG00000189093	0.31	0.40	0.09	0.48	0.79	0.00	0.87	7.50
ENSG00000189099	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00
ENSG00000189114	2.77	6.31	7.97	7.54	6.48	6.21	3.46	6.07
ENSG00000189120	0.13	0.66	0.16	0.19	0.30	0.12	2.43	0.07
ENSG00000189127	0.26	0.12	0.02	0.00	0.18	0.01	24.32	0.03
ENSG00000189129	11.73	14.83	0.91	2.56	0.82	1.79	1.42	1.29
ENSG00000189134	0.18	0.23	0.31	0.18	0.14	0.09	0.14	0.12
ENSG00000189136	0.17	1.33	1.95	2.42	1.25	2.54	1.21	0.85
ENSG00000189139	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
ENSG00000189143	0.15	1.11	0.10	0.07	0.38	0.07	0.00	0.10
ENSG00000189144	1.25	1.09	1.54	2.29	2.38	0.61	0.45	0.18
ENSG00000189145	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09
ENSG00000189149	0.38	0.14	2.25	1.46	0.59	0.35	0.26	0.16
ENSG00000189152	1.04	6.34	4.44	34.76	27.98	6.27	17.92	6.17
ENSG00000189157	0.36	1.28	0.63	1.11	0.51	0.72	0.84	0.38
ENSG00000189159	83.03	62.07	177.14	87.74	117.40	170.69	88.50	110.21
ENSG00000189164	2.94	2.77	3.01	4.81	3.14	2.85	2.21	2.23
ENSG00000189167	0.09	0.03	0.10	0.02	0.06	0.03	0.08	0.02
ENSG00000189169	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
ENSG00000189171	87.55	41.31	22.96	64.35	29.85	22.26	31.39	28.61
ENSG00000189180	6.34	10.12	8.30	18.68	17.64	7.56	6.57	6.63
ENSG00000189181	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00
ENSG00000189184	0.71	0.78	0.43	1.92	0.53	0.27	1.67	0.23
ENSG00000189190	12.84	16.63	13.19	23.94	14.28	17.18	6.97	18.48
ENSG00000189195	0.12	0.21	0.22	0.16	0.13	0.19	0.10	0.16
ENSG00000189196	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
ENSG00000189212	0.31	0.49	0.66	1.17	0.32	1.16	0.46	0.70
ENSG00000189221	0.24	0.77	0.18	2.40	0.15	0.18	0.46	0.02
ENSG00000189223	2.80	6.21	21.86	1.90	21.18	12.38	12.83	5.56
ENSG00000189227	2.31	2.18	2.61	1.04	1.40	3.75	2.39	1.42
ENSG00000189229	0.13	0.06	0.02	0.03	0.14	0.05	0.07	0.42
ENSG00000189233	0.45	4.50	4.15	5.07	20.81	1.57	29.13	1.33
ENSG00000189238	0.00	0.63	0.35	0.72	3.11	0.42	0.06	0.79
ENSG00000189241	15.50	25.98	12.58	27.00	16.51	12.40	12.35	6.20
ENSG00000189253	0.26	0.02	0.00	0.03	0.07	0.01	0.00	0.04
ENSG00000189266	2.17	1.81	51.86	45.09	45.50	49.60	26.39	61.43
ENSG00000189269	0.45	0.37	0.04	0.79	0.15	0.68	0.14	0.33
ENSG00000189275	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02
ENSG00000189280	0.10	0.52	0.00	0.02	0.05	0.02	0.02	0.00
ENSG00000189283	1.14	2.84	6.03	2.13	1.64	4.35	0.75	2.94
ENSG00000189292	0.16	0.54	0.25	0.38	1.64	0.49	0.25	1.14
ENSG00000189295	0.21	0.00	0.00	0.00	0.02	0.00	0.00	0.00
ENSG00000189298	0.68	1.95	2.27	2.89	2.41	1.62	1.63	4.43
ENSG00000189299	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00
ENSG00000189306	12.68	22.56	37.61	18.37	40.67	32.16	15.45	17.08
ENSG00000189308	2.52	3.97	6.04	4.34	6.35	4.35	5.33	1.96
ENSG00000189316	0.03	0.27	0.14	0.07	0.05	0.00	0.00	0.00
ENSG00000189319	7.34	19.40	23.58	19.37	30.14	16.81	9.51	9.70
ENSG00000189320	0.04	0.17	0.00	0.12	0.00	0.00	0.42	0.06
ENSG00000189325	0.01	0.08	0.01	0.00	0.02	0.00	0.33	0.00
ENSG00000189332	3.64	2.49	3.72	2.05	1.52	2.81	1.54	1.56
ENSG00000189334	0.33	20.42	0.21	0.27	0.09	0.06	0.00	0.39
ENSG00000189337	0.58	0.86	0.28	0.70	0.73	0.23	0.51	0.22
ENSG00000189339	21.76	29.57	21.78	43.22	34.75	32.47	11.08	24.62
ENSG00000189343	358.46	113.21	230.13	176.70	288.00	112.20	247.86	52.40
ENSG00000189350	0.84	2.77	0.54	1.43	0.98	6.44	0.81	2.01
ENSG00000189357	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00
ENSG00000189362	1.84	2.44	4.34	2.87	2.13	3.53	4.36	1.20
ENSG00000189366	0.05	0.61	0.37	0.20	0.00	0.26	0.24	1.53
ENSG00000189367	0.24	1.66	0.09	1.19	0.14	1.64	0.57	0.60
ENSG00000189369	2.34	3.80	3.70	4.96	6.51	3.69	3.67	4.20
ENSG00000189375	0.00	0.00	0.12	0.05	0.00	0.00	0.00	0.00
ENSG00000189376	13.60	11.33	14.78	12.79	14.45	13.26	18.82	10.29
ENSG00000189377	0.00	0.90	0.02	0.09	0.03	0.00	0.00	0.04
ENSG00000189398	0.09	0.50	0.11	0.66	0.79	0.06	0.03	0.13
ENSG00000189401	0.14	0.08	0.13	0.21	0.17	0.14	0.09	0.09
ENSG00000189403	377.51	314.82	400.75	308.99	630.13	592.64	711.05	236.73
ENSG00000189409	3.27	5.25	1.29	1.70	2.69	2.57	1.70	2.55
ENSG00000189410	0.01	0.04	0.08	0.02	0.02	0.09	0.03	0.36
ENSG00000189419	0.28	0.39	0.08	0.22	1.45	0.16	0.13	1.18
ENSG00000189420	0.01	0.11	0.27	0.22	0.47	0.14	0.18	0.17
ENSG00000189423	0.02	0.55	0.38	0.52	0.63	0.74	3.07	1.67
ENSG00000189430	0.00	0.03	0.01	0.03	0.05	0.01	0.02	0.03
ENSG00000189431	0.13	0.03	0.00	0.02	0.00	0.00	0.00	0.00
ENSG00000189433	0.00	0.07	0.03	0.01	0.00	0.00	0.00	0.00
ENSG00000196071	0.00	0.12	0.03	0.00	0.02	0.05	0.00	0.00
ENSG00000196072	48.67	37.53	37.33	33.81	36.02	44.63	38.31	28.77
ENSG00000196074	1.30	1.94	0.73	3.10	0.85	2.87	0.90	1.47
ENSG00000196081	1.11	1.67	3.20	2.46	2.63	1.70	1.69	1.10
ENSG00000196083	1.15	1.72	1.59	1.05	1.08	1.34	1.72	0.33
ENSG00000196090	0.02	0.33	0.10	0.08	0.18	0.05	0.07	0.00
ENSG00000196091	0.47	9.02	0.01	0.01	0.01	0.00	452.76	0.31
ENSG00000196092	23.95	22.03	95.08	32.38	52.62	25.98	53.03	24.68
ENSG00000196096	0.22	0.93	1.41	1.22	1.51	0.89	0.38	0.59
ENSG00000196098	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00
ENSG00000196099	0.00	0.00	0.03	0.00	0.03	0.00	0.00	0.00
ENSG00000196101	1.47	257.15	489.09	4.23	17.24	4.22	12.97	6.77
ENSG00000196104	0.00	0.03	0.25	0.00	0.04	0.06	0.05	3.12
ENSG00000196109	0.06	0.20	0.09	0.32	0.13	0.02	0.03	0.14
ENSG00000196110	0.52	0.93	0.94	1.34	1.96	0.34	0.71	0.18
ENSG00000196114	0.15	0.09	0.08	0.00	0.09	0.18	0.14	0.72
ENSG00000196115	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00
ENSG00000196116	6.85	8.20	5.29	8.12	4.00	7.23	10.97	4.37
ENSG00000196118	6.81	3.66	6.98	4.21	4.00	6.78	15.26	8.44
ENSG00000196119	0.00	0.00	0.09	0.24	0.00	0.00	0.00	0.00
ENSG00000196123	4.87	6.57	19.52	9.13	14.13	11.20	9.87	16.00
ENSG00000196126	1.37	452.93	18.05	329.07	360.85	747.94	917.79	1.29
ENSG00000196131	0.06	0.16	0.02	0.37	0.27	0.12	0.02	0.03
ENSG00000196132	0.00	0.10	0.01	0.00	0.26	0.01	1.08	0.59
ENSG00000196136	4.59	1.12	0.20	1.93	2.33	0.03	0.53	0.31
ENSG00000196138	0.35	0.54	0.75	1.06	0.90	0.91	0.49	0.74
ENSG00000196139	4.60	2.28	0.41	2.11	0.66	1.58	1.27	4.66
ENSG00000196141	14.74	15.04	12.94	19.03	6.42	17.93	12.59	8.71
ENSG00000196143	0.03	0.00	0.18	0.00	0.00	0.00	0.00	0.00
ENSG00000196150	1.18	3.67	3.62	3.76	3.28	2.78	4.12	3.62
ENSG00000196151	5.47	2.34	4.34	4.84	2.15	2.21	3.37	2.69
ENSG00000196152	1.70	2.43	2.60	3.52	3.18	3.02	3.24	3.99
ENSG00000196154	150.67	267.66	200.90	129.55	34.19	204.08	259.35	188.79
ENSG00000196155	9.08	6.51	2.63	0.97	1.87	2.67	3.82	2.23
ENSG00000196156	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
ENSG00000196159	0.16	0.45	0.11	0.22	0.15	0.06	0.23	0.05
ENSG00000196166	0.15	0.13	0.13	0.14	0.17	0.13	0.08	0.19
ENSG00000196167	1.83	1.10	0.61	12.63	1.01	0.46	0.25	0.73
ENSG00000196169	0.04	0.44	0.17	0.04	0.07	0.05	0.16	0.04
ENSG00000196171	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00
ENSG00000196172	1.02	2.50	2.47	2.42	0.79	3.10	2.04	0.46
ENSG00000196176	0.42	0.00	0.62	0.00	0.30	0.78	0.16	0.10
ENSG00000196177	3.29	6.59	7.45	5.94	4.34	4.52	3.60	2.90
ENSG00000196182	5.44	14.33	10.93	19.01	21.28	9.67	12.54	6.04
ENSG00000196183	0.07	0.07	0.09	0.13	0.18	0.07	0.00	0.04
ENSG00000196184	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00
ENSG00000196187	3.15	38.41	10.88	36.81	24.29	23.79	5.67	27.10
ENSG00000196188	0.03	0.19	0.11	0.09	0.17	0.05	0.02	0.10
ENSG00000196189	6.32	17.23	44.69	32.35	123.12	52.29	34.01	133.23
ENSG00000196193	0.19	0.10	0.10	0.50	0.00	0.11	0.18	0.00
ENSG00000196196	0.70	0.48	0.06	0.06	0.03	0.00	0.22	0.07
ENSG00000196199	14.69	31.99	27.98	43.08	26.73	29.73	16.00	17.52
ENSG00000196204	6.31	7.61	9.47	7.18	6.47	7.61	7.93	19.30
ENSG00000196205	1.96	0.17	1.86	0.27	0.67	1.55	0.37	5.30
ENSG00000196208	0.38	0.58	0.97	0.59	0.65	0.73	0.99	3.44
ENSG00000196209	1.51	2.74	1.20	5.96	4.18	3.68	3.29	2.30
ENSG00000196214	5.50	8.65	12.34	8.94	8.63	7.65	6.89	8.43
ENSG00000196218	1.55	2.26	0.20	1.17	13.72	1.08	0.66	0.51
ENSG00000196220	1.05	1.10	1.01	1.71	1.06	1.77	0.84	1.54
ENSG00000196224	0.00	0.00	0.03	0.02	0.00	0.06	0.00	0.00
ENSG00000196226	2.45	0.08	0.00	0.00	0.34	0.32	0.00	0.16
ENSG00000196227	3.52	4.79	6.64	3.92	4.38	3.77	3.80	1.83
ENSG00000196230	16.29	20.15	39.99	34.50	11.36	31.95	73.65	33.90
ENSG00000196231	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
ENSG00000196233	4.12	4.27	4.05	6.60	5.79	2.66	4.07	1.02
ENSG00000196235	78.27	64.91	68.38	71.72	60.25	92.18	56.36	79.66
ENSG00000196236	53.02	15.04	7.35	16.55	30.69	31.50	22.61	45.29
ENSG00000196240	0.00	0.03	0.28	0.00	0.00	0.00	0.00	0.03
ENSG00000196242	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00
ENSG00000196243	0.00	0.00	0.00	0.06	0.02	0.00	0.02	0.02
ENSG00000196247	9.56	10.37	23.20	13.19	10.52	28.67	4.17	31.71
ENSG00000196260	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02
ENSG00000196262	2128.87	990.01	1482.66	979.79	1416.77	1924.52	1494.92	2447.94
ENSG00000196263	0.27	1.49	0.94	1.51	1.81	3.15	0.64	0.98
ENSG00000196266	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00
ENSG00000196267	11.71	6.84	7.26	7.72	6.31	7.08	4.15	5.97
ENSG00000196268	10.71	10.63	11.87	16.19	14.97	10.23	4.97	4.85
ENSG00000196273	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02
ENSG00000196274	0.22	0.00	0.00	0.25	0.27	0.00	0.18	0.49
ENSG00000196275	12.24	7.58	4.75	6.85	5.66	7.61	3.31	14.02
ENSG00000196277	0.07	0.02	0.03	0.20	0.04	0.09	0.02	0.03
ENSG00000196284	3.45	2.59	3.67	2.96	2.12	5.89	7.06	2.94
ENSG00000196289	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00
ENSG00000196290	11.75	15.49	21.54	14.66	14.98	22.33	18.20	13.72
ENSG00000196295	17.39	38.21	12.01	49.48	19.68	38.62	9.48	49.14
ENSG00000196296	1.16	6.95	2.41	1.80	2.19	1.90	2.27	4.91
ENSG00000196299	0.12	0.20	0.20	0.02	0.50	0.20	0.22	0.26
ENSG00000196301	0.00	0.00	0.00	0.00	0.32	0.00	0.04	0.00
ENSG00000196305	14.52	29.57	45.75	29.32	27.26	31.52	37.29	21.99
ENSG00000196312	3.86	2.00	7.63	3.33	4.40	3.62	3.69	1.55
ENSG00000196313	1.32	7.83	11.87	12.96	8.69	5.35	8.12	8.95
ENSG00000196323	16.76	10.38	13.98	13.12	24.26	9.51	11.01	6.63
ENSG00000196326	0.07	0.00	0.00	0.02	0.00	0.00	0.00	0.27
ENSG00000196329	19.00	115.25	23.61	29.97	21.64	97.25	18.45	19.76
ENSG00000196331	0.77	1.41	1.05	0.53	2.78	0.74	0.30	5.32
ENSG00000196335	1.10	0.57	0.12	0.18	0.31	0.09	0.05	0.30
ENSG00000196337	0.03	0.28	0.10	0.07	0.04	0.13	0.22	0.04
ENSG00000196338	0.52	1.60	0.57	1.42	2.45	1.18	0.23	1.62
ENSG00000196341	0.00	0.00	0.03	0.11	0.00	0.00	0.00	0.00
ENSG00000196344	0.05	0.65	0.10	0.00	0.00	0.00	0.00	0.00
ENSG00000196345	1.32	1.65	2.40	1.40	1.49	2.14	2.09	0.55
ENSG00000196350	0.00	0.00	0.01	0.02	0.01	0.00	0.01	0.01
ENSG00000196352	20.51	16.16	8.05	14.37	9.27	8.91	25.17	4.06
ENSG00000196353	0.00	0.06	0.07	0.04	0.01	0.07	0.04	0.10
ENSG00000196355	0.47	1.08	1.93	2.05	1.95	1.21	0.68	1.03
ENSG00000196357	1.23	1.18	1.11	1.55	1.59	1.70	1.03	1.66
ENSG00000196358	1.69	1.14	2.43	1.74	1.03	6.64	0.74	1.54
ENSG00000196361	0.01	0.03	0.11	0.00	0.00	0.03	0.01	0.01
ENSG00000196363	8.23	15.12	20.75	10.78	13.90	19.90	17.33	10.63
ENSG00000196364	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03
ENSG00000196365	26.14	22.62	43.97	20.46	34.18	37.88	34.65	28.32
ENSG00000196366	0.11	0.19	0.18	0.24	0.11	0.17	0.16	0.11
ENSG00000196367	2.60	4.25	5.38	5.40	7.89	4.30	5.20	6.14
ENSG00000196368	0.27	0.06	1.43	0.08	0.11	0.14	0.83	0.01
ENSG00000196369	0.20	0.56	1.58	1.50	0.94	0.13	0.60	0.00
ENSG00000196371	1.40	2.56	4.00	2.71	1.62	1.88	1.31	1.18
ENSG00000196372	9.12	9.94	4.76	3.40	3.69	3.58	40.74	11.27
ENSG00000196374	0.88	0.15	0.63	0.35	2.69	0.62	0.19	0.55
ENSG00000196376	0.12	0.16	0.14	0.18	0.16	0.19	0.12	0.11
ENSG00000196378	2.75	2.98	1.74	3.88	2.79	3.30	3.80	8.22
ENSG00000196381	7.05	1.61	1.33	1.34	0.31	1.93	0.27	0.88
ENSG00000196383	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
ENSG00000196387	14.37	14.48	4.99	13.73	8.91	16.14	8.78	19.50
ENSG00000196388	0.43	0.47	0.63	0.65	0.73	0.55	0.68	0.32
ENSG00000196390	0.04	0.33	0.41	0.13	0.10	0.27	0.19	0.29
ENSG00000196391	0.10	0.38	0.35	0.46	0.59	0.15	0.37	0.34
ENSG00000196396	59.66	41.36	146.25	92.09	206.09	45.23	30.55	11.03
ENSG00000196400	0.27	0.18	0.65	0.22	0.22	0.05	0.10	0.30
ENSG00000196403	0.00	0.03	0.00	0.00	0.04	0.00	0.00	0.00
ENSG00000196405	76.94	230.64	35.23	103.38	122.95	196.73	81.86	272.67
ENSG00000196406	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.05
ENSG00000196407	0.25	0.39	0.64	0.46	0.46	0.59	1.32	0.34
ENSG00000196408	0.20	0.47	0.27	0.13	0.27	0.27	0.23	0.60
ENSG00000196409	0.52	1.58	1.08	2.32	0.62	1.01	0.80	0.69
ENSG00000196411	3.25	4.18	3.96	2.84	4.12	2.86	3.18	2.65
ENSG00000196415	0.00	0.03	0.03	0.05	0.35	0.00	0.00	0.00
ENSG00000196417	2.01	3.53	7.21	5.73	5.23	4.54	3.70	3.29
ENSG00000196418	2.46	2.99	8.57	4.00	6.06	3.57	4.66	3.59
ENSG00000196419	94.44	112.40	157.68	94.28	148.54	129.32	149.42	76.92
ENSG00000196420	0.23	0.24	0.12	0.06	0.07	0.07	0.25	0.07
ENSG00000196421	0.27	2.06	0.32	0.28	0.62	0.63	0.27	0.49
ENSG00000196422	0.57	1.99	1.47	2.60	0.77	2.58	4.80	1.26
ENSG00000196427	0.02	0.09	0.02	0.03	0.12	0.13	0.05	0.00
ENSG00000196428	19.03	9.55	8.13	13.19	10.73	13.33	10.02	11.69
ENSG00000196431	0.09	0.30	1.48	9.06	1.18	1.52	0.06	1.05
ENSG00000196433	0.60	0.92	0.61	0.30	0.94	1.62	4.64	1.16
ENSG00000196436	8.05	10.53	2.56	5.13	3.05	0.24	3.72	16.63
ENSG00000196437	2.92	2.64	2.45	4.70	1.90	3.63	1.64	1.63
ENSG00000196440	2.28	1.52	3.83	1.83	0.66	1.28	1.49	0.68
ENSG00000196449	7.90	6.78	12.68	4.94	8.14	8.38	8.41	4.75
ENSG00000196453	1.56	4.45	5.93	4.25	4.58	5.28	3.80	3.47
ENSG00000196455	15.64	13.45	13.28	11.59	8.87	22.66	7.73	11.70
ENSG00000196456	7.88	19.67	12.42	22.03	13.22	17.41	11.33	11.31
ENSG00000196458	1.87	3.58	2.85	4.77	2.41	3.50	2.46	3.22
ENSG00000196459	12.60	9.11	13.45	10.89	10.67	9.23	13.94	12.01
ENSG00000196460	0.28	0.46	0.17	0.11	0.18	0.74	0.60	0.17
ENSG00000196465	65.86	23.40	48.66	34.31	39.03	64.32	39.69	80.00
ENSG00000196466	3.15	3.32	2.00	4.08	2.89	3.50	2.65	4.22
ENSG00000196468	0.00	0.03	0.00	0.00	0.00	0.00	0.06	0.00
ENSG00000196470	21.30	15.58	17.39	16.71	14.61	24.43	23.76	15.50
ENSG00000196475	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00
ENSG00000196476	2.39	4.54	4.86	2.55	3.17	5.12	2.98	3.92
ENSG00000196482	0.11	0.17	0.07	0.19	0.26	0.06	0.05	0.07
ENSG00000196497	8.61	11.95	31.20	10.37	12.86	23.67	12.02	14.45
ENSG00000196498	6.96	20.87	12.30	23.72	26.21	19.22	40.85	21.01
ENSG00000196502	8.71	7.86	4.80	5.44	5.50	11.87	3.15	10.53
ENSG00000196503	0.52	0.19	0.14	0.17	0.10	0.10	0.12	0.33
ENSG00000196504	25.12	20.22	31.25	23.83	33.69	20.89	24.29	13.03
ENSG00000196505	4.54	2.80	3.44	4.31	5.67	3.42	3.35	2.02
ENSG00000196507	10.55	11.88	26.98	17.62	4.16	15.66	74.07	3.14
ENSG00000196510	25.33	38.39	43.78	50.41	37.81	59.97	35.98	102.74
ENSG00000196511	2.63	4.38	3.36	4.93	3.10	3.40	1.91	4.79
ENSG00000196517	0.19	0.97	0.33	0.56	1.09	1.02	1.23	0.08
ENSG00000196526	1.00	3.33	0.66	2.45	2.53	1.23	3.22	1.03
ENSG00000196531	1873.92	1130.51	997.43	1025.68	906.40	1322.68	789.84	1432.07
ENSG00000196532	1.37	0.36	0.40	0.07	0.71	1.28	0.36	0.08
ENSG00000196533	8.63	4.37	70.21	28.50	57.24	29.21	14.22	117.28
ENSG00000196535	10.83	33.13	20.36	43.37	22.10	20.57	20.69	20.74
ENSG00000196539	0.00	0.03	0.06	0.00	0.00	0.00	0.00	0.00
ENSG00000196542	0.31	0.39	0.06	0.05	0.01	0.00	0.06	0.02
ENSG00000196544	8.18	9.27	8.44	10.36	8.91	6.67	6.53	4.24
ENSG00000196547	4.31	31.34	24.36	40.54	39.36	25.96	11.93	12.92
ENSG00000196549	2.49	1.42	0.45	2.83	0.61	0.04	18.72	0.40
ENSG00000196550	2.46	0.86	10.78	5.87	4.75	3.47	3.04	3.56
ENSG00000196553	0.00	0.00	0.02	0.00	0.03	0.00	0.04	0.00
ENSG00000196557	0.22	1.23	0.16	0.36	0.47	0.75	0.89	2.51
ENSG00000196559	1.51	1.27	0.88	0.52	0.63	0.81	0.51	0.80
ENSG00000196562	32.58	29.58	15.95	9.11	10.70	10.46	34.85	17.99
ENSG00000196564	0.19	0.44	0.67	0.44	0.55	0.30	0.14	0.09
ENSG00000196565	3.11	0.42	0.10	0.94	0.04	0.03	0.09	0.02
ENSG00000196566	0.26	0.33	0.85	0.80	1.00	0.65	0.42	0.19
ENSG00000196569	0.69	0.71	0.13	1.05	0.19	0.17	0.45	0.30
ENSG00000196576	22.39	27.63	14.71	24.09	55.35	24.58	49.78	58.41
ENSG00000196578	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00
